step,user.self,sys.self,elapsed,plot_type
render,0.13400000000001455,0.02800000000000047,0.2819999999999254,hist_mny_bns
draw,0.09200000000001296,9.999999999994458e-4,0.09400000000005093,hist_mny_bns
TOTAL,0.3850000000000193,0.04299999999999926,0.5489999999997508,hist_mny_bns
construct,0.004000000000019099,0,0.003000000000156433,maps_us
build,0.020000000000010232,0.0010000000000012221,0.020999999999958163,maps_us
render,0.07200000000000273,0.025000000000000355,0.2520000000001801,maps_us
draw,0.051000000000016144,9.999999999994458e-4,0.05199999999990723,maps_us
TOTAL,0.1470000000000482,0.027000000000001023,0.3280000000002019,maps_us
construct,0.004000000000019099,0,0.0039999999999054126,maps_sts
build,0.028999999999996362,0.004999999999999005,0.0340000000001055,maps_sts
render,0.07200000000000273,0.02200000000000024,0.21600000000012187,maps_sts
